question,answer_llm,answer_orig,document
"For the multiple-choice homework questions, how do I pick the right token count if my tokenizer only gives an approximation?","If your tokenizer only gives an approximation, use the **closest option** for the multiple-choice homework questions.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Why does my homework repo URL get a 500 or other non-200 when I submit it, and how can I make it pass the checker?","The checker does a GET request to your submitted URL and expects an HTTP `200` response.

If you get a 500 or other non-200, it usually means the repo isn’t publicly reachable as-is. Common fixes:

- Make the repository **public**
- Submit the **plain repo URL**, not one ending in `.git`
  - Good: `https://github.com/you/repo`
  - Bad: `https://github.com/you/repo.git`
- Double-check for a **typo** in the URL

Quick test: open the URL in an incognito/private browser window. If it loads there, it should pass the checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"Could the repo being private be the reason my submission link fails, and what should I change?","Yes — a private repo is a common reason the submission link fails.

What to change:
- Make the repository **public**
- Submit the **plain repo URL**, not the `.git` URL
  - Good: `https://github.com/you/repo`
  - Bad: `https://github.com/you/repo.git`

Also double-check there’s no typo in the URL. A quick test is to open the link in an incognito/private window — if it doesn’t load there, the checker won’t be able to access it either.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"Should I include the .git part in the GitHub URL for the homework, or do I need the plain repo link?","Use the plain repo URL, not the `.git` link.

Example: `https://github.com/you/repo`  
Not: `https://github.com/you/repo.git`","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
How can I quickly check if my homework repo link is actually reachable before resubmitting?,"A quick test is to open the repo URL in a private/incognito browser window. If it loads there, it should be reachable by the submission checker too.

Also make sure you’re using the plain repo URL, not a `.git` URL, and that the repo is public.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
What are the most common mistakes that make the submission checker unable to open my repository URL?,"The most common mistakes are:

- **Private repository** — the checker can’t access it unless it’s public.
- **Using the `.git` URL** — submit the plain repo link, not the clone URL ending in `.git`.
- **URL typo** — the link must be exact.

A good quick check is to open the repo URL in a private/incognito browser window. If it loads there, it should work for the submission checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"What exactly are embeddings in vector search, and why do we need to turn non-numerical data into numbers?","Embeddings are a way to convert non-numerical data, like text, into numbers while keeping its meaning and context.

We need to turn non-numerical data into numbers because vector search works with mathematical operations on vectors. Once data is represented numerically:

- similar items end up close together in vector space
- we can measure semantic similarity using math
- search systems can compare and rank items efficiently

So, embeddings let computers handle things like words, sentences, or documents in a form they can “compute” with, while preserving their meaning.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do embeddings keep the meaning and context of text when they convert it into numerical form?,"Embeddings keep meaning and context by converting text into numerical vectors in a way that places similar texts close together in vector space. So, if two pieces of text have similar meaning, their embeddings should have similar numerical values. This proximity lets algorithms measure semantic similarity, preserving context rather than just the raw words.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
Why should similar pieces of input produce similar vectors in an embedding model?,"Because embeddings are meant to preserve meaning and context: if two inputs are similar, their numerical representations should also be close together. That way, you can use distance or similarity measures like cosine similarity to compare them semantically.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How does the closeness of embedding values help with semantic similarity search?,"Closeness of embedding values helps because similar pieces of text are mapped to similar numerical vectors. That means you can use distance or similarity measures on the vectors to find texts with related meaning, making semantic search possible.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"What’s the connection between embeddings, vector space models, and dimensionality reduction?","Embeddings are what make the connection possible.

- **Embeddings** convert non-numerical data, like text, into **vectors of numbers** while preserving meaning and context.
- Those vectors live in a **vector space model**, where similar items end up close together.
- **Dimensionality reduction** is related because embeddings often represent complex data in a lower-dimensional numeric space that still captures semantic similarity.

So, in short: **embeddings are a practical way of building a vector space model, usually by mapping data into a lower-dimensional space where similarity can be measured mathematically.**","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"How do I get rid of the warning about model ""multi-qa-mpnet-base-dot-v1"" being made on sentence-transformers v3.0.0 beta?","To get rid of that warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is there a way to suppress the sentence-transformers warning without changing my code?,"Yes — you can suppress it by upgrading `sentence-transformers` to version 3.0.0 or higher, without changing your code.

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"What should I install to stop the ""made on sentence transformers v3.0.0 bet"" warning from showing up?","Install `sentence-transformers` version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Do I need to upgrade sentence-transformers to fix the warning for multi-qa-mpnet-base-dot-v1?,"Yes. To suppress that warning, upgrade `sentence-transformers` to `3.0.0` or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Which pip command should I run to remove the warning message about sentence-transformers version?,"Run:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Why did the lesson use plain dot product for similarity instead of cosine similarity?,"The lesson used plain dot product because the embeddings were assumed to already be **normalized to unit length**. In that case, **dot product = cosine similarity**.

So:
- **In the lesson:** dot product is enough because the model’s embeddings are normalized.
- **In the homework:** normalization matters because the embeddings used there are **not** normalized by default, so you must normalize them to get cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are OpenAI embeddings already unit-length, so dot product works the same as cosine?","Yes. In the lesson’s context, OpenAI-style embeddings were assumed to already be normalized to unit length, so the dot product is equivalent to cosine similarity.

For non-normalized embeddings, you’d need to normalize them first.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
Why do we need to normalize vectors in the homework if the lecture didn’t do that?,"Because in the lecture the embeddings were assumed to already be **unit-normalized**, so `.dot(...)` was effectively the same as cosine similarity.

In the homework, the vectors come from **TF-IDF + SVD**, which are **not normalized by default**. So if you want cosine similarity there, you need to normalize them first; otherwise the dot product won’t match cosine similarity.

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
Does `.dot(...)` only equal cosine similarity when embeddings are normalized first?,"Yes — **`.dot(...)` only equals cosine similarity when the vectors are normalized to unit length first**.

From the context:

- If embeddings are already normalized, then the dot product is mathematically the same as cosine similarity.
- If they are **not** normalized, `.dot(...)` is just a dot product and **not** cosine similarity.

So the rule is:

- **Normalized vectors** → `dot product = cosine similarity`
- **Unnormalized vectors** → `dot product ≠ cosine similarity`

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"For TF-IDF + SVD vectors, why can’t we just compare them with dot product directly?","For TF-IDF + SVD vectors, you can’t just use the raw dot product because they are not normalized by default.

Dot product only equals cosine similarity when both vectors have unit length. With classic embeddings like TF-IDF + SVD, the vector lengths can differ, so the dot product would mix together:
- similarity in direction, and
- vector magnitude

If you want cosine similarity, you should normalize the vectors first, or use a cosine similarity formula.

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"For vector search, is it better to embed just the answer text, just the question, or both together?","There’s no single right answer — it’s something to test on your dataset.

The course suggests trying all three:

- **Embed the answer text only**  
- **Embed the question only**  
- **Embed question + answer together**  

The materials note that **question + answer is often the best**, but it’s longer and slightly more expensive. The best choice is the one that gives you the highest **hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Why would embedding only the answer still work for matching user questions?,"Embedding only the answer still works because the embedding model can capture semantic similarity between a user’s question and the answer text, even if the question isn’t explicitly included. In other words, a question like “How do I reset my password?” can still be close in vector space to an answer that says “To reset your password, click…” because they’re about the same meaning.

","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Does embedding only the stored questions make sense if real queries are short and different from the answers?,"Yes, it can make sense — **it depends on how your real queries look**.

From the course context for Module 2:

- **Embed the question only** if your user queries are similar to the indexed questions.
- **Embed the answer only** if the answer text captures the meaning well enough.
- **Embed both question + answer** is often best, but costs more.

So if real queries are **short and phrased differently from the answers**, embedding only the stored questions may still work well **if those stored questions are close to the real queries**. If not, try **question + answer** and compare hit rate / MRR on your ground-truth set.

The course recommendation is to **experiment on your dataset** rather than assume one option is always best.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is combining the question and answer into one embedding usually the best choice, or just sometimes?","It’s **just sometimes** — there’s **no single best choice**.

The course says to **experiment on your own dataset** and compare options. Embedding **question + answer** is **often the best**, but not always. The right choice is the one that gives the best **hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How should I decide which embedding setup is best for my dataset?,"There’s no single right answer — you should treat it as an experiment on your dataset.

A good process is:

1. Prepare a small ground-truth set of representative questions.
2. Try different embedding setups, such as:
   - answer/text only
   - question only
   - question + text
3. Evaluate them with metrics like hit rate or MRR.
4. Choose the setup that performs best on your ground-truth set.

In the course, `question + text` often works best, but it also makes the input longer and slightly more expensive.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How does cosine similarity measure how close two vectors are in vector search?,"Cosine similarity measures how close two vectors are by looking at the **angle between them**.  

- If the vectors point in the **same direction**, cosine similarity is **1**.
- If they are **orthogonal** (unrelated), it is **0**.
- If they point in **opposite directions**, it is **-1**.

In vector search, this means it tells us how **aligned** a query vector is with each document vector, regardless of their length. If the vectors are normalized to unit length, cosine similarity is just the **dot product**.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why is cosine similarity useful for comparing documents in text analysis?,"Cosine similarity is useful because it measures how similar two documents are based on the angle between their vector representations, not their length. That makes it good for text analysis, where documents can be different sizes but still talk about the same topic. A value closer to 1 means the documents are more similar.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What do the values -1, 0, and 1 mean in cosine similarity?","In cosine similarity:

- **1** means the vectors are **identical** or perfectly aligned.
- **0** means the vectors are **orthogonal**, so they have **no similarity**.
- **-1** means the vectors are **completely opposite**.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Can cosine similarity be used with word counts or TF-IDF vectors?,Yes. Cosine similarity can be used with word counts or TF-IDF vectors.,"Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why do we look at the angle between vectors instead of their raw size?,"We look at the angle because it tells us how **aligned** two vectors are, not just how big they are. That makes it a better measure of similarity when comparing things like text embeddings.

If the vectors are normalized to unit length, their size no longer matters, and similarity is based on direction only.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity become just a dot product after normalizing the vectors?,"Because normalization makes each vector have length 1.

Cosine similarity is

\[
\cos(\theta) = \frac{a \cdot b}{\|a\|\|b\|}
\]

If both vectors are normalized, then \(\|a\| = 1\) and \(\|b\| = 1\), so:

\[
\cos(\theta) = a \cdot b
\]

So after normalization, cosine similarity is just the dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If the embeddings and query are unit length, why can we use matrix multiplication instead of computing cosine separately?","If the embeddings and the query are already normalized to unit length, their magnitudes are 1, so cosine similarity becomes just the dot product.

That means we don’t need to compute cosine separately — matrix multiplication between the query and the embedding matrix gives the same result efficiently.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What changes in cosine similarity when all vectors are normalized first?,"When all vectors are normalized first, cosine similarity becomes just the dot product between the vectors. In other words, the vectors’ magnitudes no longer matter, so similarity is determined only by their direction.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does normalizing vectors make similarity search faster in practice?,"Normalizing vectors makes similarity search faster because it lets cosine similarity be computed as a simple dot product.

Once all vectors have unit length, their magnitudes no longer matter, so the similarity between the query and each document is just:

- `query dot document_vector`

That is much faster in practice because you can compute all similarities at once with matrix multiplication instead of doing more expensive per-vector cosine calculations.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why is matrix multiplication enough to compare a query vector with all document embeddings?,"Because if the embeddings and the query vector are normalized to unit length, cosine similarity becomes just a dot product. Then you can compute the similarity between the query and every document embedding in one shot with matrix multiplication.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2, do I need to create another GitHub repository, or is starting a new codespace enough?","Just a new codespace is enough. You do **not** need a new GitHub repository for Module 2.

It’s recommended to use a **separate codespace** for Module 2 because the vector-search dependencies are heavier, and you can delete or stop that codespace later without affecting Module 1. Also, remember to **commit your work** since uncommitted changes can be lost if you delete the codespace.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Should I keep Module 2 in the same codespace as Module 1, or is it better to use a separate one?","Use a **separate codespace** for Module 2.

The context says to create **just a new codespace** from your existing repo, not a new GitHub repo, and to keep it isolated because the vector-search dependencies are fairly heavy. That way you can stop or delete it later without affecting Module 1.

Also, commit your work to the repo in case you delete that codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I already have a repo for the course, can I spin up Module 2 from that same repo without making a new one?","Yes — you can use the same repo. For Module 2, you just need to create a new codespace from your existing repository; you do not need a new GitHub repo.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does Module 2 recommend a separate codespace instead of reusing the old one?,"Module 2 recommends a separate codespace because the vector-search dependencies are fairly heavy. Keeping them isolated makes it easy to stop or delete that codespace when you're done, instead of leaving the extra weight in your Module 1 environment.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I delete the Module 2 codespace later, do I need to save my changes somewhere first?","Yes. Since you may delete the Module 2 codespace later, you should **commit your work to your repository first** so your changes are saved.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does download.py stay at 0% forever when it tries to get model.onnx from HuggingFace?,"It usually means the connection to HuggingFace’s CDN is slow or blocked.

Fix: download the file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

After that, `download.py` will detect the local file and skip re-downloading.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
My model.onnx download seems stuck in download.py — is HuggingFace blocked or something?,"It’s likely a slow or blocked connection to HuggingFace’s CDN, not necessarily that HuggingFace is “down.”

Fix:
1. Download the file directly in your browser:
   https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx
2. Save it to:
   `models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally, so once it’s there, `download.py` should skip the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
What should I do if the ONNX model won’t finish downloading and the script just hangs?,"If the ONNX model hangs while downloading, download it manually in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

After that, rerun the script — it checks whether the file already exists locally, so it should skip the download and continue.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Can I skip the slow download in download.py and put model.onnx there manually?,"Yes. If `model.onnx` is already saved at `models/Xenova/all-MiniLM-L6-v2/model.onnx`, `download.py` will detect it and skip the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"If download.py is frozen on the HuggingFace file, how do I fix it and make it stop re-downloading?","Download the file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once the file exists there, `download.py` will detect it and stop re-downloading.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
